DeckId;DeckName;DeckNameWithoutSpaces;NameCard;Version;Column1
DIP;Starter Deck: Pegasus (DIP);Starter-Deck:-Pegasus-(DIP);Hiro's Shadow Scout;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);Hiro's Shadow Scout;0;
MIP;Starter Deck: Pegasus (MIP);Starter-Deck:-Pegasus-(MIP);Hiro's Shadow Scout;0;
SDH;Spell Ruler (SDH);Spell-Ruler-(SDH);Hiro's Shadow Scout;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Hiro's Shadow Scout;0;
SDP;Starter Deck: Pegasus;Starter-Deck:-Pegasus;Hiro's Shadow Scout;0;
MRL;Magic Ruler;Magic-Ruler;Hiro's Shadow Scout (V.1 - Rare);1;Rare
SRL;Spell Ruler;Spell-Ruler;Hiro's Shadow Scout (V.1 - Rare);1;Rare
MRL;Magic Ruler;Magic-Ruler;Hiro's Shadow Scout (V.2 - Rare);2;Rare
SRL;Spell Ruler;Spell-Ruler;Hiro's Shadow Scout (V.2 - Rare);2;Rare
SRL;Spell Ruler;Spell-Ruler;Hiro's Shadow Scout (V.3 - Rare);3;Rare
BOSH-JP;Breakers of Shadow (OCG);Breakers-of-Shadow-(OCG);HiSpeed Re-Level;0;
BOSH;Breakers of Shadow;Breakers-of-Shadow;Hi-Speed Re-Level;0;
DP25;Duelist Pack: Duelists of Whirlwind;Duelist-Pack:-Duelists-of-Whirlwind;Hi-Speedroid Chanbara;0;
HSRD;High-Speed Riders;High-Speed-Riders;Hi-Speedroid Chanbara;0;
LED8;Legendary Duelists: Synchro Storm;Legendary-Duelists:-Synchro-Storm;Hi-Speedroid Chanbara;0;
OP12;OTS Tournament Pack 12;OTS-Tournament-Pack-12;Hi-Speedroid Chanbara;0;
SHVA;Shadows in Valhalla;Shadows-in-Valhalla;Hi-Speedroid Chanbara;0;
SPHR;Booster SP: Highspeed Riders;Booster-SP:-Highspeed-Riders;Hi-Speedroid Chanbara;0;
18SP-3;Special Pack 20th Anniversary Edition Vol.3;Special-Pack-20th-Anniversary-Edition-Vol.3;Hi-Speedroid Chanbara (V.1 - Common);1;Common
18SP-3;Special Pack 20th Anniversary Edition Vol.3;Special-Pack-20th-Anniversary-Edition-Vol.3;Hi-Speedroid Chanbara (V.2 - Super Rare);2;Super Rare
LED8;Legendary Duelists: Synchro Storm;Legendary-Duelists:-Synchro-Storm;Hi-Speedroid Clear Wing Rider;0;
DP25;Duelist Pack: Duelists of Whirlwind;Duelist-Pack:-Duelists-of-Whirlwind;Hi-Speedroid Clear Wing Rider (V.1 - Ultra Rare);1;Ultra Rare
DP25;Duelist Pack: Duelists of Whirlwind;Duelist-Pack:-Duelists-of-Whirlwind;Hi-Speedroid Clear Wing Rider (V.2 - Secret Rare);2;Secret Rare
LED8;Legendary Duelists: Synchro Storm;Legendary-Duelists:-Synchro-Storm;Hi-Speedroid Cork Shooter;0;
DP25;Duelist Pack: Duelists of Whirlwind;Duelist-Pack:-Duelists-of-Whirlwind;Hi-Speedroid Cork Shooter (V.1 - Super Rare);1;Super Rare
DP25;Duelist Pack: Duelists of Whirlwind;Duelist-Pack:-Duelists-of-Whirlwind;Hi-Speedroid Cork Shooter (V.2 - Secret Rare);2;Secret Rare
BOSH;Breakers of Shadow;Breakers-of-Shadow;Hi-Speedroid Hagoita;0;
LVP2;LINK VRAINS Pack 2;LINK-VRAINS-Pack-2;Hi-Speedroid Hagoita;0;
BOSH-JP;Breakers of Shadow (OCG);Breakers-of-Shadow-(OCG);Hi-Speedroid Hagoita (V.1 - Super Rare);1;Super Rare
BOSH-JP;Breakers of Shadow (OCG);Breakers-of-Shadow-(OCG);Hi-Speedroid Hagoita (V.2 - Secret Rare);2;Secret Rare
CORE;Clash of Rebellions;Clash-of-Rebellions;Hi-Speedroid Kendama;0;
HSRD;High-Speed Riders;High-Speed-Riders;Hi-Speedroid Kendama;0;
SPHR;Booster SP: Highspeed Riders;Booster-SP:-Highspeed-Riders;Hi-Speedroid Kendama;0;
SP17;Star Pack Battle Royal;Star-Pack-Battle-Royal;Hi-Speedroid Kendama (V.1 - Common);1;Common
SP17;Star Pack Battle Royal;Star-Pack-Battle-Royal;Hi-Speedroid Kendama (V.2 - Starfoil Rare);2;Starfoil Rare
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Hi-Speedroid Kitedrake;0;
DP25;Duelist Pack: Duelists of Whirlwind;Duelist-Pack:-Duelists-of-Whirlwind;Hi-Speedroid Kitedrake;0;
LED8;Legendary Duelists: Synchro Storm;Legendary-Duelists:-Synchro-Storm;Hi-Speedroid Kitedrake;0;
MP17;2017 Mega-Tin Mega Pack;2017-Mega-Tin-Mega-Pack;Hi-Speedroid Puzzle;0;
SHVI;Shining Victories;Shining-Victories;Hi-Speedroid Puzzle;0;
SHVI-JP;Shining Victories (OCG);Shining-Victories-(OCG);Hi-Speedroid Puzzle (V.1 - Super Rare);1;Super Rare
SHVI-JP;Shining Victories (OCG);Shining-Victories-(OCG);Hi-Speedroid Puzzle (V.2 - Secret Rare);2;Secret Rare
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Hi-Speedroid Rubber Band Shooter;0;
LVP2;LINK VRAINS Pack 2;LINK-VRAINS-Pack-2;Hi-Speedroid Rubber Band Shooter (V.1 - Super Rare);1;Super Rare
LVP2;LINK VRAINS Pack 2;LINK-VRAINS-Pack-2;Hi-Speedroid Rubber Band Shooter (V.2 - Secret Rare);2;Secret Rare
BIK;Starter Deck: Kaiba (BIK);Starter-Deck:-Kaiba-(BIK);Hitotsu-Me Giant;0;
DB1;Dark Beginning 1;Dark-Beginning-1;Hitotsu-Me Giant;0;
DIK;Starter Deck: Kaiba (DIK);Starter-Deck:-Kaiba-(DIK);Hitotsu-Me Giant;0;
DPKB;Duelist Pack: Kaiba;Duelist-Pack:-Kaiba;Hitotsu-Me Giant;0;
LDB;Legend of Blue Eyes White Dragon (LDB);Legend-of-Blue-Eyes-White-Dragon-(LDB);Hitotsu-Me Giant;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);Hitotsu-Me Giant;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Hitotsu-Me Giant;0;
MRL;Magic Ruler;Magic-Ruler;Hitotsu-Me Giant (V.1 - Common);1;Common
SRL;Spell Ruler;Spell-Ruler;Hitotsu-Me Giant (V.1 - Common);1;Common
DDK;Starter Deck: Kaiba (DDK);Starter-Deck:-Kaiba-(DDK);Hitotsu-Me Giant (V.2 - Common);2;Common
LDD;Legend of Blue Eyes White Dragon (LDD);Legend-of-Blue-Eyes-White-Dragon-(LDD);Hitotsu-Me Giant (V.2 - Common);2;Common
LOB;Legend of Blue Eyes White Dragon;Legend-of-Blue-Eyes-White-Dragon;Hitotsu-Me Giant (V.2 - Common);2;Common
SDK;Starter Deck: Kaiba;Starter-Deck:-Kaiba;Hitotsu-Me Giant (V.2 - Common);2;Common
LOB;Legend of Blue Eyes White Dragon;Legend-of-Blue-Eyes-White-Dragon;Hitotsu-Me Giant (V.3 - Common);3;Common
SDK;Starter Deck: Kaiba;Starter-Deck:-Kaiba;Hitotsu-Me Giant (V.3 - Common);3;Common
LOB;Legend of Blue Eyes White Dragon;Legend-of-Blue-Eyes-White-Dragon;Hitotsu-Me Giant (V.4 - Common);4;Common
IGAS;Ignition Assault;Ignition-Assault;Hiyari @Ignister;0;
IGAS-JP;Ignition Assault (OCG);Ignition-Assault-(OCG);Hiyari @Ignister;0;
TAMA;Tactical Masters;Tactical-Masters;Hojo the Vaylantz Warrior;0;
DBTM;Deck Build Pack: Tactical Masters;Deck-Build-Pack:-Tactical-Masters;Hojo the Vaylantz Warrior (V.1 - Common);1;Common
DBTM;Deck Build Pack: Tactical Masters;Deck-Build-Pack:-Tactical-Masters;Hojo the Vaylantz Warrior (V.2 - Parallel Rare);2;Parallel Rare
DP24;Duelist Pack: Duelists of Gloom;Duelist-Pack:-Duelists-of-Gloom;Holding Arms;0;
DR02;Duel Royale Deck Set EX Round 2;Duel-Royale-Deck-Set-EX-Round-2;Holding Arms;0;
LED7;Legendary Duelists: Rage of Ra;Legendary-Duelists:-Rage-of-Ra;Holding Arms;0;
MIL1;Millennium Pack;Millennium-Pack;Holding Arms;0;
MP01;Millennium Pack (OCG);Millennium-Pack-(OCG);Holding Arms;0;
DP24;Duelist Pack: Duelists of Gloom;Duelist-Pack:-Duelists-of-Gloom;Holding Legs;0;
LED7;Legendary Duelists: Rage of Ra;Legendary-Duelists:-Rage-of-Ra;Holding Legs;0;
MIL1;Millennium Pack;Millennium-Pack;Holding Legs;0;
MP01;Millennium Pack (OCG);Millennium-Pack-(OCG);Holding Legs;0;
DUOV;Duel Overload;Duel-Overload;Hollow Giants;0;
WPP1;World Premiere Pack 2020;World-Premiere-Pack-2020;Hollow Giants;0;
CP07;Champion Pack: Game Seven;Champion-Pack:-Game-Seven;Homunculus the Alchemic Being;0;
DR3;Dark Revelation 3;Dark-Revelation-3;Homunculus the Alchemic Being;0;
FUEN;Fusion Enforcers;Fusion-Enforcers;Homunculus the Alchemic Being;0;
RDS;Rise of Destiny;Rise-of-Destiny;Homunculus the Alchemic Being;0;
SDHS;Structure Deck: HERO Strike;Structure-Deck:-HERO-Strike;Homunculus the Alchemic Being;0;
20AP-1;20th Anniversary Pack 1st Wave;20th-Anniversary-Pack-1st-Wave;Honest;0;
DS14;Duelist Sets 2013;Duelist-Sets-2013;Honest;0;
DT07;Duel Terminal 7;Duel-Terminal-7;Honest;0;
DUSA;Duelist Saga;Duelist-Saga;Honest;0;
LIOV-JP;Lightning Overdrive (OCG);Lightning-Overdrive-(OCG);Honest;0;
NKRT;Noble Knights of the Round Table Box Set;Noble-Knights-of-the-Round-Table-Box-Set;Honest;0;
PGLD;Premium Gold;Premium-Gold;Honest;0;
SD27;Structure Deck: HERO's Strike (OCG);Structure-Deck:-HERO's-Strike-(OCG);Honest;0;
SDBE;Structure Deck: Saga of Blue-Eyes White Dragon;Structure-Deck:-Saga-of-Blue-Eyes-White-Dragon;Honest;0;
SDHS;Structure Deck: HERO Strike;Structure-Deck:-HERO-Strike;Honest;0;
SDLI;Structure Deck: The Realm of Light;Structure-Deck:-The-Realm-of-Light;Honest;0;
SDLS;Structure Deck: Lost Sanctuary;Structure-Deck:-Lost-Sanctuary;Honest;0;
SPWA;Spirit Warriors;Spirit-Warriors;Honest;0;
SR05;Structure Deck: Wave of Light;Structure-Deck:-Wave-of-Light;Honest;0;
SR05-JP;Structure Deck R: Surge of Divine Light;Structure-Deck-R:-Surge-of-Divine-Light;Honest;0;
TWED;Twilight Edition;Twilight-Edition;Honest;0;
LODT;Light of Destruction;Light-of-Destruction;Honest (V.1 - Secret Rare);1;Secret Rare
LODT;Light of Destruction;Light-of-Destruction;Honest (V.2 - Ghost Rare);2;Ghost Rare
ST17;Starter Deck 2017;Starter-Deck-2017;Honeybot;0;
ST18;Starter Deck 2018;Starter-Deck-2018;Honeybot;0;
YS17;Starter Deck: Link Strike;Starter-Deck:-Link-Strike;Honeybot;0;
SP18;Star Pack VRAINS;Star-Pack-VRAINS;Honeybot (V.1 - Common);1;Common
SP18;Star Pack VRAINS;Star-Pack-VRAINS;Honeybot (V.2 - Starfoil Rare);2;Starfoil Rare
CHIM;Chaos Impact;Chaos-Impact;Hop Ear Squadron;0;
CHIM-JP;Chaos Impact (OCG);Chaos-Impact-(OCG);Hop Ear Squadron;0;
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;Hop Ear Squadron;0;
SD30;Structure Deck: Pendulum Domination (OCG);Structure-Deck:-Pendulum-Domination-(OCG);Hope for Escape;0;
SDPD;Structure Deck: Pendulum Domination;Structure-Deck:-Pendulum-Domination;Hope for Escape;0;
STOR;Storm of Ragnarok;Storm-of-Ragnarok;Hope for Escape;0;
DB2;Dark Beginning 2;Dark-Beginning-2;Horn of Heaven;0;
LCJW;Legendary Collection 4: Mega Pack;Legendary-Collection-4:-Mega-Pack;Horn of Heaven;0;
LCYW;Legendary Collection 3: Mega Pack;Legendary-Collection-3:-Mega-Pack;Horn of Heaven;0;
MSP;Misprints;Misprints;Horn of Heaven;0;
PGL3;Premium Gold: Infinite Gold;Premium-Gold:-Infinite-Gold;Horn of Heaven;0;
PMT;Metal Raiders (PMT);Metal-Raiders-(PMT);Horn of Heaven;0;
TP3;Tournament Pack 3;Tournament-Pack-3;Horn of Heaven;0;
MRD;Metal Raiders;Metal-Raiders;Horn of Heaven (V.1 - Ultra Rare);1;Ultra Rare
MRD;Metal Raiders;Metal-Raiders;Horn of Heaven (V.2 - Ultra Rare);2;Ultra Rare
MRD;Metal Raiders;Metal-Raiders;Horn of Heaven (V.3 - Ultra Rare);3;Ultra Rare
DB1;Dark Beginning 1;Dark-Beginning-1;Horn of Light;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);Horn of Light;0;
SDH;Spell Ruler (SDH);Spell-Ruler-(SDH);Horn of Light;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Horn of Light;0;
MRL;Magic Ruler;Magic-Ruler;Horn of Light (V.1 - Common);1;Common
SRL;Spell Ruler;Spell-Ruler;Horn of Light (V.1 - Common);1;Common
MRL;Magic Ruler;Magic-Ruler;Horn of Light (V.2 - Common);2;Common
SRL;Spell Ruler;Spell-Ruler;Horn of Light (V.2 - Common);2;Common
SRL;Spell Ruler;Spell-Ruler;Horn of Light (V.3 - Common);3;Common
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Horn of Olifant;0;
ROTD;Rise of the Duelist;Rise-of-the-Duelist;Horn of Olifant;0;
ROTD-JP;Rise of the Duelist (OCG);Rise-of-the-Duelist-(OCG);Horn of Olifant;0;
DASA;Dark Saviors;Dark-Saviors;Horn of the Phantom Beast;0;
DREV;Duelist Revolution;Duelist-Revolution;Horn of the Phantom Beast;0;
OP04;OTS Tournament Pack 4;OTS-Tournament-Pack-4;Horn of the Phantom Beast;0;
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Horn of the Phantom Beast;0;
SDOK;Structure Deck: Onslaught of the Fire Kings;Structure-Deck:-Onslaught-of-the-Fire-Kings;Horn of the Phantom Beast;0;
TU07;Turbo Pack: Booster Seven;Turbo-Pack:-Booster-Seven;Horn of the Phantom Beast;0;
DL15;Duelist League 15;Duelist-League-15;Horn of the Phantom Beast (V.1 - Rare);1;Rare
DL15;Duelist League 15;Duelist-League-15;Horn of the Phantom Beast (V.2 - Rare);2;Rare
DL15;Duelist League 15;Duelist-League-15;Horn of the Phantom Beast (V.3 - Rare);3;Rare
DL15;Duelist League 15;Duelist-League-15;Horn of the Phantom Beast (V.4 - Rare);4;Rare
DB1;Dark Beginning 1;Dark-Beginning-1;Horn of the Unicorn;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);Horn of the Unicorn;0;
SDH;Spell Ruler (SDH);Spell-Ruler-(SDH);Horn of the Unicorn;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Horn of the Unicorn;0;
SSD1;Speed Start Deck Link Edition;Speed-Start-Deck-Link-Edition;Horn of the Unicorn;0;
YGLD;Yugi's Legendary Decks;Yugi's-Legendary-Decks;Horn of the Unicorn;0;
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Horn of the Unicorn (V.1 - Common);1;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Horn of the Unicorn (V.1 - Common);1;Common
MRL;Magic Ruler;Magic-Ruler;Horn of the Unicorn (V.1 - Rare);1;Rare
SRL;Spell Ruler;Spell-Ruler;Horn of the Unicorn (V.1 - Rare);1;Rare
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Horn of the Unicorn (V.2 - Mosaic Rare);2;Mosaic Rare
MRL;Magic Ruler;Magic-Ruler;Horn of the Unicorn (V.2 - Rare);2;Rare
SRL;Spell Ruler;Spell-Ruler;Horn of the Unicorn (V.2 - Rare);2;Rare
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Horn of the Unicorn (V.2 - Starfoil Rare);2;Starfoil Rare
SRL;Spell Ruler;Spell-Ruler;Horn of the Unicorn (V.3 - Rare);3;Rare
BROL;Brothers of Legend;Brothers-of-Legend;Horse of the Floral Knights;0;
AC01;Animation Chronicle 2021;Animation-Chronicle-2021;Horse of the Floral Knights (V.1 - Common);1;Common
AC01;Animation Chronicle 2021;Animation-Chronicle-2021;Horse of the Floral Knights (V.2 - Parallel Rare);2;Parallel Rare
CSOC;Crossroads of Chaos;Crossroads-of-Chaos;Horseytail;0;
DR3;Dark Revelation 3;Dark-Revelation-3;Horus' Servant;0;
LCYW;Legendary Collection 3: Mega Pack;Legendary-Collection-3:-Mega-Pack;Horus' Servant;0;
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus' Servant;0;
DR3;Dark Revelation 3;Dark-Revelation-3;Horus the Black Flame Dragon LV4;0;
LCYW;Legendary Collection 3: Mega Pack;Legendary-Collection-3:-Mega-Pack;Horus the Black Flame Dragon LV4;0;
YSKR;Starter Deck: Kaiba Reloaded;Starter-Deck:-Kaiba-Reloaded;Horus the Black Flame Dragon LV4;0;
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus the Black Flame Dragon LV4 (V.1 - Rare);1;Rare
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus the Black Flame Dragon LV4 (V.2 - Ultimate Rare);2;Ultimate Rare
DR3;Dark Revelation 3;Dark-Revelation-3;Horus the Black Flame Dragon LV6;0;
LCYW;Legendary Collection 3: Mega Pack;Legendary-Collection-3:-Mega-Pack;Horus the Black Flame Dragon LV6;0;
SDRL;Structure Deck: Rise of the Dragon Lords;Structure-Deck:-Rise-of-the-Dragon-Lords;Horus the Black Flame Dragon LV6;0;
YSKR;Starter Deck: Kaiba Reloaded;Starter-Deck:-Kaiba-Reloaded;Horus the Black Flame Dragon LV6;0;
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus the Black Flame Dragon LV6 (V.1 - Super Rare);1;Super Rare
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus the Black Flame Dragon LV6 (V.2 - Ultimate Rare);2;Ultimate Rare
DR3;Dark Revelation 3;Dark-Revelation-3;Horus the Black Flame Dragon LV8;0;
EEN;Elemental Energy;Elemental-Energy;Horus the Black Flame Dragon LV8;0;
LCYW;Legendary Collection 3: Mega Pack;Legendary-Collection-3:-Mega-Pack;Horus the Black Flame Dragon LV8;0;
DL17;Duelist League 17;Duelist-League-17;Horus the Black Flame Dragon LV8 (V.1 - Rare);1;Rare
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus the Black Flame Dragon LV8 (V.1 - Ultra Rare);1;Ultra Rare
DL17;Duelist League 17;Duelist-League-17;Horus the Black Flame Dragon LV8 (V.2 - Rare);2;Rare
SOD;Soul of the Duelist;Soul-of-the-Duelist;Horus the Black Flame Dragon LV8 (V.2 - Ultimate Rare);2;Ultimate Rare
DL17;Duelist League 17;Duelist-League-17;Horus the Black Flame Dragon LV8 (V.3 - Rare);3;Rare
DL17;Duelist League 17;Duelist-League-17;Horus the Black Flame Dragon LV8 (V.4 - Rare);4;Rare
AC18;Advent Calendar 2018;Advent-Calendar-2018;Hoshiningen;0;
DB2;Dark Beginning 2;Dark-Beginning-2;Hoshiningen;0;
HD13;Half Deck 2013;Half-Deck-2013;Hoshiningen;0;
PMT;Metal Raiders (PMT);Metal-Raiders-(PMT);Hoshiningen;0;
MRD;Metal Raiders;Metal-Raiders;Hoshiningen (V.1 - Rare);1;Rare
MRD;Metal Raiders;Metal-Raiders;Hoshiningen (V.2 - Rare);2;Rare
MRD;Metal Raiders;Metal-Raiders;Hoshiningen (V.3 - Rare);3;Rare
HSRD;High-Speed Riders;High-Speed-Riders;Hot Red Dragon Archfiend;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Hot Red Dragon Archfiend;0;
YF0X;5D's Manga Promos;5D's-Manga-Promos;Hot Red Dragon Archfiend;0;
DUPO;Duel Power;Duel-Power;Hot Red Dragon Archfiend Abyss;0;
HSRD;High-Speed Riders;High-Speed-Riders;Hot Red Dragon Archfiend Abyss;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Hot Red Dragon Archfiend Abyss;0;
SPHR;Booster SP: Highspeed Riders;Booster-SP:-Highspeed-Riders;Hot Red Dragon Archfiend Abyss;0;
RC03;Rarity Collection Premium Gold Edition;Rarity-Collection-Premium-Gold-Edition;Hot Red Dragon Archfiend Abyss (V.1 - Super Rare);1;Super Rare
RC03;Rarity Collection Premium Gold Edition;Rarity-Collection-Premium-Gold-Edition;Hot Red Dragon Archfiend Abyss (V.2 - Secret Rare);2;Secret Rare
RC03;Rarity Collection Premium Gold Edition;Rarity-Collection-Premium-Gold-Edition;Hot Red Dragon Archfiend Abyss (V.3 - Collectors Rare);3;Collectors Rare
DUPO;Duel Power;Duel-Power;Hot Red Dragon Archfiend Bane;0;
HSRD;High-Speed Riders;High-Speed-Riders;Hot Red Dragon Archfiend Bane;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Hot Red Dragon Archfiend Bane;0;
SPHR;Booster SP: Highspeed Riders;Booster-SP:-Highspeed-Riders;Hot Red Dragon Archfiend Bane;0;
DBLE;Dimension Box Limited Edition;Dimension-Box-Limited-Edition;Hot Red Dragon Archfiend King Calamity;0;
DUPO;Duel Power;Duel-Power;Hot Red Dragon Archfiend King Calamity;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Hot Red Dragon Archfiend King Calamity;0;
SHVI;Shining Victories;Shining-Victories;Hot Red Dragon Archfiend King Calamity;0;
STOR;Storm of Ragnarok;Storm-of-Ragnarok;Hourglass of Courage;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Hourglass of Life;0;
MAGO;Maximum Gold;Maximum-Gold;House Dragonmaid;0;
MYFI;Mystic Fighters;Mystic-Fighters;House Dragonmaid;0;
SLF1;Selection 5;Selection-5;House Dragonmaid (V.1 - Parallel Rare);1;Parallel Rare
DBMF;Deck Build Pack: Mystic Fighters;Deck-Build-Pack:-Mystic-Fighters;House Dragonmaid (V.1 - Ultra Rare);1;Ultra Rare
SLF1;Selection 5;Selection-5;House Dragonmaid (V.2 - Parallel Rare);2;Parallel Rare
DBMF;Deck Build Pack: Mystic Fighters;Deck-Build-Pack:-Mystic-Fighters;House Dragonmaid (V.2 - Secret Rare);2;Secret Rare
SLF1;Selection 5;Selection-5;House Dragonmaid (V.3 - Ultra Rare);3;Ultra Rare
SLF1;Selection 5;Selection-5;House Dragonmaid (V.4 - Ultra Rare);4;Ultra Rare
SLF1;Selection 5;Selection-5;House Dragonmaid (V.5 - Secret Rare);5;Secret Rare
SLF1;Selection 5;Selection-5;House Dragonmaid (V.5 - Ultimate Rare);5;Ultimate Rare
SLF1;Selection 5;Selection-5;House Dragonmaid (V.6 - Starlight Rare);6;Starlight Rare
ABYR;Abyss Rising;Abyss-Rising;House Duston;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);House of Adhesive Tape;0;
SDH;Spell Ruler (SDH);Spell-Ruler-(SDH);House of Adhesive Tape;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);House of Adhesive Tape;0;
MRL;Magic Ruler;Magic-Ruler;House of Adhesive Tape (V.1 - Common);1;Common
SRL;Spell Ruler;Spell-Ruler;House of Adhesive Tape (V.1 - Common);1;Common
MRL;Magic Ruler;Magic-Ruler;House of Adhesive Tape (V.2 - Common);2;Common
SRL;Spell Ruler;Spell-Ruler;House of Adhesive Tape (V.2 - Common);2;Common
SRL;Spell Ruler;Spell-Ruler;House of Adhesive Tape (V.3 - Common);3;Common
DREV;Duelist Revolution;Duelist-Revolution;Howl of the Wild;0;
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Howl of the Wild;0;
DR3;Dark Revelation 3;Dark-Revelation-3;Howling Insect;0;
SOD;Soul of the Duelist;Soul-of-the-Duelist;Howling Insect;0;
DL13;Duelist League 13;Duelist-League-13;Howling Insect (V.1 - Rare);1;Rare
DL13;Duelist League 13;Duelist-League-13;Howling Insect (V.2 - Rare);2;Rare
DL13;Duelist League 13;Duelist-League-13;Howling Insect (V.3 - Rare);3;Rare
DL13;Duelist League 13;Duelist-League-13;Howling Insect (V.4 - Rare);4;Rare
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;Hraesvelgr, the Desperate Doom Eagle;0;
RIRA;Rising Rampage;Rising-Rampage;Hraesvelgr, the Desperate Doom Eagle;0;
WPP1;World Premiere Pack 2020;World-Premiere-Pack-2020;Hraesvelgr, the Desperate Doom Eagle;0;
JOTL;Judgment of the Light;Judgment-of-the-Light;HTS Psyhemuth;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Huaquero of the Golden Land;0;
SESL;Secret Slayers;Secret-Slayers;Huaquero of the Golden Land;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Huaquero of the Golden Land (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Huaquero of the Golden Land (V.2 - Parallel Rare);2;Parallel Rare
DR1;Dark Revelation 1;Dark-Revelation-1;Huge Revolution;0;
MFC;Magician's Force;Magician's-Force;Huge Revolution;0;
DBTM;Deck Build Pack: Tactical Masters;Deck-Build-Pack:-Tactical-Masters;Hugin the Runick Wings;0;
TAMA;Tactical Masters;Tactical-Masters;Hugin the Runick Wings;0;
DB1;Dark Beginning 1;Dark-Beginning-1;Humanoid Slime;0;
DR02;Duel Royale Deck Set EX Round 2;Duel-Royale-Deck-Set-EX-Round-2;Humanoid Slime;0;
LDC;Labyrinth of Nightmare (LDC);Labyrinth-of-Nightmare-(LDC);Humanoid Slime;0;
LDI;Labyrinth of Nightmare (LDI);Labyrinth-of-Nightmare-(LDI);Humanoid Slime;0;
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Humanoid Slime (V.1 - Common);1;Common
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Humanoid Slime (V.2 - Common);2;Common
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Humanoid Slime (V.3 - Common);3;Common
DB1;Dark Beginning 1;Dark-Beginning-1;Humanoid Worm Drake;0;
LDC;Labyrinth of Nightmare (LDC);Labyrinth-of-Nightmare-(LDC);Humanoid Worm Drake;0;
LDI;Labyrinth of Nightmare (LDI);Labyrinth-of-Nightmare-(LDI);Humanoid Worm Drake;0;
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Humanoid Worm Drake (V.1 - Common);1;Common
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Humanoid Worm Drake (V.2 - Common);2;Common
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Humanoid Worm Drake (V.3 - Common);3;Common
AST;Ancient Sanctuary;Ancient-Sanctuary;Human-Wave Tactics;0;
DR2;Dark Revelation 2;Dark-Revelation-2;Human-Wave Tactics;0;
DUEA-JP;Duelist Alliance (OCG);Duelist-Alliance-(OCG);Humhumming the Key Djinn;0;
WSUP;World Superstars;World-Superstars;Humhumming the Key Djinn;0;
CORE;Clash of Rebellions;Clash-of-Rebellions;Humid Winds;0;
CORE-JP;Clash of Rebellions (OCG);Clash-of-Rebellions-(OCG);Humid Winds;0;
LVP1;LINK VRAINS Pack;LINK-VRAINS-Pack;Humid Winds;0;
