POTD,Fake Hero
EXFO,F.A. City Grand Prix
EXFO,F.A. Test Run
HAC1,Fabled Dianaira (V.1 - Common)
HAC1,Fabled Dyf (V.1 - Common)
HAC1,Fabled Kushano (V.1 - Common)
DB1,Fake Trap
SAST,Fateful Hour
DUEA,Face-Off
DB1,Fairy Box
SD5,Fairy of the Spring
HAC1,Fabled Oltro (V.1 - Common)
RATE,Fairy Tail - Rella
SDCH,Fairy Tail - Sleeper
ANPR,Fairy Wind
CIBR,F.A. Pit Stop
PGL3,"Farfa, Malebranche of the Burning Abyss"
RIRA,F.A. Shining Star GT
HA03,Fabled Krus
OP05,Fairy Tail - Snow
MRD,Fake Trap (V.2 - Rare)
MP18,Familiar-Possessed - Lyna
EXFO,F.A. Motorhome Transport
CIBR,F.A. Off-Road Grand Prix
HAC1,Fabled Miztoji (V.1 - Common)
HA03,Fabled Ragin
HAC1,Fabled Urustos (V.1 - Common)
BLVO,Fairy Archer Ingunar
EP1,Familiar Knight
SAST,Fantastical Dragon Phantazmay
HAC1,Fabled Soulkius (V.1 - Common)
FLOD,F.A. Dead Heat
COTD,F.A. Hang On Mach
CRMS,Fake Explosion
CIBR,Fantastic Striborg
HA02,Fabled Lurrie
LTGY,Fairy Cheer Girl
REDU,Fairy King Albverdich
PGL3,Fairy Wind
RGBT,Fake Feather
CIBR,F.A. Turbo Charger
HAC1,Fabled Ashenveil (V.1 - Common)
HA03,Fabled Urustos
SKE,Fairy Meteor Crush
DPKB,Familiar Knight
EEN,Familiar-Possessed - Hiita
SDCH,Familiar-Possessed - Wynn (V.1 - Common)
COTD,F.A. Sonic Meister
HA03,Fabled Ashenveil
HA02,Fabled Grimro
HA03,Fabled Leviathan
LON,Fairy Box (V.1 - Common)
DR1,Falling Down
HA03,Fabled Oltro
HA03,Fabled Soulkius
LON,Fairy Guardian (V.1 - Common)
TDIL,Fairy Tail - Snow
LC5D,Fallen Angel of Roses
MP19,F.A. Dark Dragster
SGX2,Fairy Meteor Crush
SBCB,Fairy Wind
DP03,Fake Hero
EEN,Familiar-Possessed - Eria
SDCH,Familiar-Possessed - Eria (V.1 - Common)
SDCH,Familiar-Possessed - Hiita (V.1 - Common)
EEN,Familiar-Possessed - Wynn
HA03,Fabled Topi
COTD,F.A. Circuit Grand Prix
FLOD,F.A. Dark Dragster
COTD,F.A. Downforce
OP05,Fairy Tail - Luna
DP11,Fake Feather
GAOV,Falling Current
EEN,Familiar-Possessed - Aussa
SDCH,Familiar-Possessed - Aussa (V.1 - Common)
MACR,Familiar-Possessed - Lyna
FLOD,F.A. Winners
BLVO,Fabled Treason
PSV,Fairy Meteor Crush (V.2 - Super Rare)
ANPR,Falchionβ
MP18,Fantastic Striborg
HA03,Fabled Dyf
DREV,Fabled Raven
SDLI,Fabled Raven
MP18,F.A. City Grand Prix
MP18,F.A. Motorhome Transport
HA03,Fabled Miztoji
TSHD,Fairy Archer
LCJW,Fairy Box
DB1,Fairy's Hand Mirror
DCR,Falling Down (V.1 - Common)
MP19,"Fandora, the Flying Furtress"
MP18,F.A. Sonic Meister
MP18,F.A. Whip Crosser
MP18,F.A. Auto Navigator
HA02,Fabled Kushano
HA02,Fabled Valkyrus
TFK,Fairy King Truesdale
OP06,Fairy Tail - Rella
MRD,Fake Trap (V.1 - Rare)
AP03,Falling Down
MP18,F.A. Off-Road Grand Prix
FLOD,F.A. Overheat
MP18,F.A. Pit Stop
HAC1,Fabled Miztoji (V.2 - Parallel Rare)
HAC1,Fabled Urustos (V.2 - Parallel Rare)
MP18,F.A. Hang On Mach
DCR,Fairy of the Spring (V.1 - Common)
PMT,Fake Trap
SBCB,Falchionβ
PRC1,Fallen Angel of Roses
ANGU,FaSolfachord Fancia (V.2 - Collectors Rare)
MP19,F.A. Winners
HAC1,Fabled Dyf (V.2 - Parallel Rare)
MP18,F.A. Circuit Grand Prix
CSOC,Factory of 100 Machines
WC4,Fairy King Truesdale
DR1,Fairy of the Spring
MP17,Fairy Tail - Rella
OP05,Fairy Tail - Sleeper
AP07,Fairy Wind
SP13,Faith Bird (V.2 - Starfoil Rare)
LOD,Fatal Abacus (V.1 - Rare)
MP18,F.A. Test Run
SOVR,Faustian Bargain
SS05,Faustian Bargain
HAC1,Fabled Gallabas (V.2 - Parallel Rare)
HAC1,Fabled Oltro (V.2 - Parallel Rare)
BP01,Fabled Raven (V.1 - Common)
HAC1,Fabled Soulkius (V.2 - Parallel Rare)
MP18,F.A. Downforce
LDI,Fairy Box
CP07,Fairy King Truesdale
DB1,Fairy Meteor Crush
INOV,Fairy Tail - Sleeper
LCGX,Fake Hero
DT03,Fabled Ashenveil
BP03,Fabled Ashenveil (V.1 - Common)
YS15,Fabled Ashenveil
HAC1,Fabled Ashenveil (V.2 - Parallel Rare)
DT04,Fabled Dianaira
GLD5,Fabled Grimro
WGRT,Fabled Soulkius
HAC1,Fabled Valkyrus (V.2 - Parallel Rare)
SDF,Fairy Meteor Crush
SP13,Faith Bird (V.1 - Common)
SDCR,Falchionβ
CYAC-JP,Fallen of Argyros
PAC1,Familiar-Possessed - Lyna (V.1 - Ultra Rare)
MP19,F.A. Overheat
DB2,Fatal Abacus
HAC1,Fabled Dianaira (V.2 - Parallel Rare)
HAC1,Fabled Krus (V.2 - Parallel Rare)
HAC1,Fabled Kushano (V.2 - Parallel Rare)
HAC1,Fabled Lurrie (V.2 - Parallel Rare)
HAC1,Fabled Topi (V.2 - Parallel Rare)
LON,Fairy Box (V.3 - Common)
LCJW,Fairy Meteor Crush
LCYW,Fairy's Gift
SRL,Fairy's Hand Mirror (V.3 - Common)
RC02,Fairy Tail - Snow (V.1 - Ultra Rare)
DDJ,Fake Trap
PAC1,Fantastical Dragon Phantazmay (V.1 - Parallel Rare)
RC03,Fantastical Dragon Phantazmay (V.1 - Super Rare)
MP18,F.A. Turbo Charger
POTE-JP,Favorite Contact
SUB1,Fabled Krus
SUB1,Fabled Kushano
HAC1,Fabled Leviathan (V.2 - Parallel Rare)
MP19,F.A. Dead Heat
DL11,Fairy Box (V.1 - Rare)
LON,Fairy Box (V.2 - Common)
DL11,Fairy Box (V.3 - Rare)
BP03,Fairy Cheer Girl
CP03,Fairy Dragon
LON,Fairy Guardian (V.3 - Common)
PSV,Fairy Meteor Crush (V.1 - Super Rare)
DL17,Fairy of the Spring (V.3 - Rare)
MP1,Fairy's Gift
MRL,Fairy's Hand Mirror (V.1 - Common)
LCJW,Fairy's Hand Mirror
MDM,Fairy's Hand Mirror
MP17,Fairy Tail - Sleeper
MP17,Fairy Tail - Snow
MIJ,Fake Trap
SD39,Familiar-Possessed - Eria (V.1 - Super Rare)
PAC1,Familiar-Possessed - Lyna (V.4 - Starlight Rare)
PAC1,Familiar-Possessed - Lyna (V.3 - Secret Rare)
PAC1,Familiar-Possessed - Lyna (V.2 - Secret Rare)
PAC1,Fantastical Dragon Phantazmay (V.3 - Secret Rare)
PAC1,Fantastical Dragon Phantazmay (V.2 - Secret Rare)
RC03,Fantastical Dragon Phantazmay (V.2 - Secret Rare)
SAST-JP,Fantastical Dragon Phantazmay (V.4 - Ultimate Rare)
YCPC,Farm Delivery (V.1 - Common)
EP18,F.A. Auto Navigator
BLVO-JP,Fabled Andwraith (V.1 - Super Rare)
BLVO-JP,Fabled Andwraith (V.2 - Secret Rare)
BLVO-JP,Fabled Andwraith (V.3 - Starlight Rare)
BP01,Fabled Ashenveil (V.1 - Common)
BP01,Fabled Ashenveil (V.2 - Starfoil Rare)
BP03,Fabled Ashenveil (V.2 - Shatterfoil)
VS15,Fabled Ashenveil
DT03,Fabled Dyf
DT02,Fabled Gallabas
DT02,Fabled Grimro
OP15,Fabled Grimro
DT03,Fabled Krus
OP15,Fabled Krus
DT02,Fabled Kushano
DT03,Fabled Leviathan
DT02,Fabled Lurrie
BLVO-JP,Fabled Marcosia
DT03,Fabled Miztoji
DT03,Fabled Oltro
DT03,Fabled Ragin
OP15,Fabled Ragin
BP01,Fabled Raven (V.2 - Starfoil Rare)
DT07,Fabled Raven
SR13-JP,Fabled Raven
DT03,Fabled Soulkius
BPW2,Fabled Soulkius
DT03,Fabled Topi
BLVO-JP,Fabled Treason
DT03,Fabled Urustos
DT02,Fabled Valkyrus
WPP2,Face Card Fusion
DUEA-JP,Face-Off
EP18,F.A. Circuit Grand Prix
EP17,F.A. Circuit Grand Prix
EP18,F.A. City Grand Prix
EP18,F.A. Dark Dragster
EP18,F.A. Dawn Dragster
SUB1,F.A. Dawn Dragster
EP18,F.A. Dead Heat
EP18,F.A. Downforce
EP17,F.A. Downforce
EP18,F.A. Hang On Mach
SR02,Felgrand Dragon
SDY,Feral Imp (V.2 - Common)
JOTL,Fencing Fire Ferret
CORE,Ferret Flames
EEN,Feather Shot (V.2 - Ultimate Rare)
LCGX,Feather Shot
DR2,Fenrir
EEN,Feather Shot (V.1 - Rare)
MP15,Feast of the Wild LV5
DUEA,"Felis, Lightsworn Archer"
MP15,"Felis, Lightsworn Archer"
LCJW,Fear from the Dark
SP15,Feast of the Wild LV5 (V.2 - Shatterfoil)
PHSW,Fenghuang
MRD,Feral Imp (V.2 - Common)
SYE,Feral Imp
OP05,Feral Imp
DR1,Fear from the Dark
YS11,Feedback Warrior
SDMP,Fencing Fire Ferret
DEM5,Feral Imp
BIY,Feral Imp
SP15,Feast of the Wild LV5 (V.1 - Common)
LCGX,Feather Wind
YS12,Feedback Warrior
MRD,Feral Imp (V.1 - Common)
MIY,Feral Imp
DDY,Feral Imp (V.1 - Common)
BP03,Fencing Fire Ferret (V.1 - Rare)
LOD,Fengsheng Mirror (V.1 - Common)
IOC,Fenrir (V.2 - Common)
SS01,Feral Imp
DEM6,Feral Imp
MRD,Feral Imp (V.3 - Common)
SDY,Feral Imp (V.1 - Common)
MP16,Ferret Flames
DCR,Fear from the Dark (V.2 - Rare)
DUEA-JP,Feast of the Wild LV5
DR04,Feather Shot
DR04,Feather Wind
WPP1,"Feedran, the Winds of Mischief"
SR02-JP,Felgrand Dragon
SD37,"Felis, Lightsworn Archer"
TRC1,"Felis, Lightsworn Archer (V.1 - Super Rare)"
TRC1,"Felis, Lightsworn Archer (V.2 - Secret Rare)"
TRC1,"Felis, Lightsworn Archer (V.3 - Collectors Rare)"
BP03,Fencing Fire Ferret (V.2 - Shatterfoil)
MP14,Fencing Fire Ferret
SD35,Fencing Fire Ferret
SD29,Fencing Fire Ferret
BODE-JP,Fengli the Soldrapom
LOD,Fengsheng Mirror (V.2 - Common)
EP15,Fenrir the Nordic Wolf
DB1,Feral Imp
LCYW,Feral Imp
PMT,Feral Imp
DIY,Feral Imp
DDY,Feral Imp (V.2 - Common)
SDY,Feral Imp (V.3 - Common)
19PP,Ferocious Flame Swordsman (V.1 - Ultra Rare)
19PP,Ferocious Flame Swordsman (V.2 - Secret Rare)
19PP,Ferocious Flame Swordsman (V.3 - Special)
SD44,Ferret Flames
CORE-JP,Ferret Flames
IGAS,Fire Phoenix @Ignister
OP12,Fire Formation - Tenki
SHVI,Fire King Island
SDBE,Fiendish Chain
YS17,Fiendish Chain
CIBR,Fire King Avatar Arvata
FIGA,Fire Formation - Tensu
DANE,Firewall Guardian
CHIM,Firewall Dragon Darkfluid
MP20,Firewall Dragon Darkfluid
SBCB,Fire Formation - Tenki (V.1 - Common)
DRLG,Fire Hand
CBLZ,Fire Formation - Tenki
FIGA,Fire Fortress atop Liang Peak
MP20,Firewall eXceed Dragon
MP20,Fists of the Unrivaled Tenyi
DANE,Firewall eXceed Dragon
SR06,Fiendish Rhino Warrior
MGED,Firewall Dragon (V.2 - Rare)
DUOV,Firebrand Hymnist
FOTB,Field Barrier
FIGA,Fire Formation - Ingen
LC03,Five-Headed Dragon
ANPR,Fishborg Blaster
LED5,Fire Ant Ascator
PGLD,Fire Formation - Tenki
LDK2,First of the Dragons
LCKC,Fiendish Chain
BOSH,Fiendish Rhino Warrior
MACR,Fire Cracker
FIGA,Fire Formation - Domei
LCKC,Fiend's Sanctuary
PGL3,Fire Hand
MP21,Fiendish Portrait
MP18,Firewall Dragon
SDOK,Fire King Avatar Barong
SDSA,Field Barrier
LCJW,Fiend Skull Dragon
SR06,Fires of Doomsday
SDOK,Fire King High Avatar Garunix
SDGR,Fissure
LOD,Fiend Comedian (V.1 - Common)
LDK2,Final Attack Orders
SGX2,Fifth Hope
MAGO,Fire Formation - Gyokkou
GENF,Fish and Kicks
FIGA,Fire Formation - Yoko
MP19,Fire Fighting Daruma Doll
SDFC,Fishborg Launcher
COTD,Firewall Dragon
DLCS,Fire Hand
EXFO,Fire Prison
PGL2,Five-Headed Dragon
CBLZ,Fire Formation - Tensen
SDOK,Fire King Avatar Kirin
SBAD,Fishborg Planter
CBLZ,Fire Formation - Tensu
CROS,Fiend Griefing
SDKS,Fiendish Chain
SBCB,Fiend's Sanctuary
GLD1,Fire Princess
DR1,Final Countdown
MVP1,Final Geas (V.3 - Secret Rare)
JOTL,Fire King Avatar Yaksha
LON,Fire Princess (V.1 - Super Rare)
PRC1,Firewing Pegasus
RIRA,Fists of the Unrivaled Tenyi
MP20,Final Light
PGL3,Fire Lake of the Burning Abyss
PTDN,Fire Trooper
SBCB,Final Attack Orders
SAST,Final Light
FLOD,Fire Fighting Daruma Doll
DESO,Fires of Doomsday
DR1,Final Attack Orders
ABPF,Fire Ant Ascator
LTGY,Fire King Avatar Garunix
SDPL,Fires of Doomsday
TDGS,Fish Depth Charge
AC18,Fire Cracker
DPRP,Fiend's Sanctuary
MVP1,Final Geas (V.1 - Ultra Rare)
YSD,Fissure
LCYW,Fissure
DB2,Fiber Jar
DP08,Fighting Spirit
DCR,Final Attack Orders (V.1 - Common)
SDKS,Final Attack Orders
DRLG,Final Fusion
ABPF,Fiendish Chain
CBLZ,Fire Formation - Tenken
SBCB,Fire Formation - Tenki (V.2 - Secret Rare)
NECH,Fire Lake of the Burning Abyss (V.1 - Super Rare)
SDK,Fissure (V.2 - Common)
SYE,Fissure
TDGS,Fighting Spirit
CP01,Final Countdown
PTDN,Fires of Doomsday
OP16,Firewall Dragon
SDJ,Fissure
DB2,Fiend Skull Dragon
LOD,Fiend Skull Dragon (V.1 - Super Rare)
LCGX,Fifth Hope
DCR,Final Countdown (V.1 - Common)
MP14,Fire King Avatar Yaksha
YS11,Fissure
AP08,Fiendish Chain
LOB,Fiend Reflection #2 (V.2 - Common)
IOC,Fiend's Hand Mirror (V.1 - Common)
TP6,Fiend Skull Dragon
RIRA,Fighting Dirty
TLM,Final Ritual of the Ancients
MP14,Fire King Avatar Garunix
SGX1,Firewall
GENF,Fish and Swaps
DUEA,Fishborg Doctor
LTGY,Five Brothers Explosion
SDZW,Field Barrier
SDSC,Field Barrier
BP01,Fiendish Chain (V.1 - Common)
SDWA,Fiendish Chain
LTGY,Fire Formation - Gyokkou
LTGY,Fire Formation - Kaiyo
STON,Firestorm Prominence
FOTB,Firewall (V.1 - Rare)
HA05,First Step Towards Infestation
SDP,Fissure
SKE,Fissure
PTDN,Field-Commander Rahz
TDGS,Fiendish Engine Ω
AST,Fiend Scorpion
PRC1,Fiend's Mirror
JOTL,Fire Formation - Yoko
LOB,Firegrass (V.2 - Common)
LCYW,Fire Princess
ABYR,Fishborg Launcher
PHSW,Fish Rain
YS12,Fissure
BP01,Fissure (V.2 - Starfoil Rare)
SR03,Fiendish Chain
OP02,Fiendish Rhino Warrior
DPKB,Fiend's Sanctuary
DLCS,Final Fusion
MVP1,Final Geas (V.2 - Gold Rare)
SHVI,Finite Cards
MP17,Finite Cards
MP18,Fire Prison
MP15,First of the Dragons
DB1,Fissure
SDY,Fissure (V.1 - Common)
LOD,Fiber Jar (V.1 - Ultra Rare)
YS11,Field-Commander Rahz
PHHY-JP,Fierce Tiger Monghu
TAEV,Fifth Hope (V.1 - Super Rare)
SBSC,Fighting Spirit
SS04,Fighting Spirit
SS01,Final Draw (Skill)
FET,Firebird
NECH,Fire Lake of the Burning Abyss (V.2 - Super Rare)
LON,Fire Sorcerer (V.1 - Common)
CYAC-JP,Firewall Defenser
MAZE,Firewall Dragon Darkfluid - Neo Tempest Terahertz (V.1 - Ultra Rare)
MP14,Five Brothers Explosion
SDDL,Final Attack Orders
MDM,Final Destiny
LOB,Final Flame (V.2 - Rare)
GAOV,Final Inzektion
LC5D,Fire Ant Ascator
CRV,Fire Darts (V.1 - Rare)
AP03,Fire Formation - Tenki
DB1,Fire Princess
FOTB,Firewall (V.2 - Ultimate Rare)
GFTP,Firewall Dragon
DEM4,First of the Dragons
MP14,Fishborg Archer
LOB,Fissure (V.2 - Rare)
HL2,Fissure
SDY,Fissure (V.2 - Common)
SDK,Fissure (V.1 - Common)
IGAS,Fiendish Portrait
STP4,Final Draw (Skill)
DR3,Final Ritual of the Ancients
SP18,Fire Prison (V.2 - Starfoil Rare)
DOCS,First-Aid Squad
MP16,First-Aid Squad
JOTL,Fishborg Archer
SDSC,Fissure
GLD4,Five-Headed Dragon
BP01,Fiendish Chain (V.2 - Starfoil Rare)
LC5D,Fiendish Chain
DR2,Fiend's Hand Mirror
DCR,Final Attack Orders (V.2 - Common)
DCR,Final Countdown (V.2 - Common)
LDD,Final Flame (V.1 - Rare)
LOB,Final Flame (V.1 - Rare)
CRV,Fire Darts (V.2 - Ultimate Rare)
MP14,Fire Formation - Kaiyo
SP18,Fire Prison (V.1 - Common)
LOB,Fireyarou (V.2 - Common)
LOB,Fireyarou (V.1 - Common)
NECH,First of the Dragons (V.1 - Super Rare)
ABYR,Fishborg Planter
RP01,Fissure
LDD,Fissure (V.1 - Rare)
SD09,Five-Headed Dragon
LCJW,Fiber Jar
SDWS,Field-Commander Rahz
LCJW,Fiendish Engine Ω
LOB,Fiend Reflection #2 (V.1 - Common)
DR2,Fiend Scorpion
PHSW,Fiery Fervor
BP01,Fighting Spirit (V.1 - Common)
PTDN,Fine
MP14,Fire Formation - Gyokkou
DL18,Fire Formation - Tensen (V.1 - Rare)
AP04,Fire Formation - Tensu
HC01,Firewall Dragon Darkfluid - Neo Tempest Terahertz (V.1 - Super Rare)
TU06,Fishborg Blaster
DDY,Fissure (V.1 - Common)
DDK,Fissure (V.1 - Common)
LOD,Fiber Jar (V.2 - Ultra Rare)
MP16,Fiend Griefing
LDD,Fiend Reflection #2 (V.1 - Common)
BP01,Fiend's Sanctuary (V.1 - Common)
BP02,Fiend's Sanctuary (V.1 - Common)
TAEV,Fifth Hope (V.2 - Ultimate Rare)
BP03,Fighting Spirit (V.1 - Common)
MRL,Final Destiny (V.1 - Common)
SRL,Final Destiny (V.3 - Common)
MRL,Final Destiny (V.2 - Common)
SRL,Final Destiny (V.2 - Common)
ABYR,Final Gesture
DR3,Firebird
FFSE,Fire Formation - Tenki
DL18,Fire Formation - Tenki (V.2 - Rare)
LOB,Firegrass (V.1 - Common)
MRL,Fire Kraken (V.1 - Common)
SRL,Fire Kraken (V.3 - Common)
MDM,Fire Kraken
HC01,Firewall Dragon Darkfluid - Neo Tempest Terahertz (V.4 - Starlight Rare)
HC01,Firewall Dragon Darkfluid - Neo Tempest Terahertz (V.2 - Secret Rare)
CYAC-JP,Firewall Dragon Singularity (V.4 - Ultimate Rare)
CYAC-JP,Firewall Phantom
NECH,First of the Dragons (V.2 - Super Rare)
LOB,Fissure (V.1 - Rare)
MIY,Fissure
15AX-Y,Fiendish Engine Ω (V.2 - Parallel Rare)
IOC,Fiend's Hand Mirror (V.2 - Common)
15AX-Y,Fiend's Mirror (V.2 - Parallel Rare)
BP02,Fiend's Sanctuary (V.2 - Mosaic Rare)
BP01,Fighting Spirit (V.2 - Starfoil Rare)
BP02,Fighting Spirit (V.2 - Mosaic Rare)
DB1,Final Destiny
SRL,Final Destiny (V.1 - Common)
TP3,Final Flame
LDB,Final Flame
LDD,Final Flame (V.2 - Rare)
WPP1,Fire Formation - Domei
WPP1,Fire Formation - Ingen
DL18,Fire Formation - Tenki (V.1 - Rare)
DL18,Fire Formation - Tenki (V.4 - Rare)
MP14,Fire Formation - Yoko
LDD,Firegrass (V.1 - Common)
LOB,Firegrass (V.4 - Common)
SRL,Fire Kraken (V.1 - Common)
LDC,Fire Princess
LON,Fire Princess (V.2 - Super Rare)
SBSC,Fire Reaper
PAC1,Firewall Dragon (V.1 - Super Rare)
PAC1,Firewall Dragon (V.2 - Secret Rare)
PAC1,Firewall Dragon (V.3 - Secret Rare)
PAC1,Firewall Dragon (V.4 - Starlight Rare)
PAC1,Firewall Dragon (V.5 - Starlight Rare)
CHIM-JP,Firewall Dragon Darkfluid (V.3 - Ultimate Rare)
HC01,Firewall Dragon Darkfluid - Neo Tempest Terahertz (V.3 - Ultimate Rare)
CYAC-JP,Firewall Dragon Singularity (V.1 - Ultra Rare)
LDD,Fireyarou (V.1 - Common)
DL14,Fish Depth Charge (V.2 - Rare)
DL14,Fish Depth Charge (V.4 - Rare)
DLG1,Fissure
MP22,Floowandereeze and the Scary Sea
DOCS,Fluffal Wings
LDS2,Flying Pegasus Railroad Stampede
JOTL,"Flying ""C"" (V.2 - Ultra Rare)"
NECH,Fluffal Bear
TDIL,Floodgate Trap Hole
LED8,Fleur Synchron
ROTD,Fluffal Dolphin
SGX1,Floodgate Trap Hole (V.1 - Common)
BODE,Floowandereeze & Toccan
BODE,Floowandereeze & Empen (V.1 - Secret Rare)
FUEN,Fluffal Dog
FUEN,Fluffal Penguin
HA01,Flamvell Magician
HAC1,Flamvell Magician (V.1 - Common)
MP14,"Flying ""C"""
BODE,Floowandereeze & Stri
BODE,Floowandereeze and the Magnificent Map
SDPL,Flame Bufferlo
OP13,Floodgate Trap Hole
HA01,Flamvell Guard
OP17,Flawless Perfection of the Tenyi
CRMS,Flip Flop Frog
HAC1,Flamvell Uruquizas (V.1 - Common)
FLOD,Flower Cardian Moonflowerviewing
MAGO,Flame Bufferlo
ANGU,"Flogos, the Ogdoadic Boundless"
SDSB,Flamvell Firedog
BACH,Flowerdino
LED8,Fleuret de Fleur
BLAR,Flower Cardian Cherry Blossom
RATE,Flower Cardian Lightflare
FUEN,Fluffal Octopus
FUEN,Fluffal Owl
MP20,Flawless Perfection of the Tenyi
SD8,Flying Kamakiri #1
BODE,Floowandereeze & Snowl (V.2 - Starlight Rare)
HA01,Flamvell Uruquizas
RATE,Flower Cardian Cherry Blossom with Curtain
NECH,Fluffal Cat
OP01,"Flying ""C"""
LED4,Flying Pegasus Railroad Stampede
MIL1,Flame Swordsman
HAC1,Flamvell Guard (V.1 - Common)
INOV,Flower Cardian Peony with Butterfly
DAMA,Flying Red Carp
RIRA,Flawless Perfection of the Tenyi
INOV,Flower Cardian Clover with Boar
INOV,Flower Cardian Maple with Deer
NECH,Fluffal Dog
CROS,Fluffal Sheep
ANPR,Flamvell Firedog
TOCH,Fluffal Angel
YS18,Flamvell Guard
INOV,Flower Cardian Boardefly
INOV,Flower Stacking
CROS,Fluffal Crane
MP16,Fluffal Mouse
NECH,Fluffal Owl
DRL3,Flower Cardian Pine with Crane
NECH,Fluffal Rabbit
DRL3,Flower Cardian Paulownia with Phoenix
MP15,Fluffal Bear
OP12,Flame Bufferlo
HA01,Flamvell Dragnov
SDBE,Flamvell Guard
DRL3,Flower Cardian Zebra Grass with Moon
ANPR,Flamvell Counter
SDJ,Flame Swordsman
JOTL,"Flying ""C"" (V.1 - Common)"
SDDL,Flying Kamakiri #1
EXFO,Flame Administrator
LOB,Flame Ghost (V.1 - Rare)
DRL3,Flower Cardian Willow
DLCS,Flower Gathering
CRMS,Flying Fortress SKY FIRE
SDSB,Flame Administrator
DRL3,Flower Cardian Lightshower
DRL3,Flower Cardian Pine
LOB,Flower Wolf (V.2 - Rare)
MP16,Fluffal Sheep
HAC1,Flamvell Baby (V.1 - Common)
MP15,Fluffal Cat
LCYW,Flying Kamakiri #1
PSV,Flying Kamakiri #2 (V.2 - Common)
MP22,Flying Red Carp
SDOK,Flamvell Firedog
EXFO,Flick Clown
MP22,Flip Frozen
WSUP,Flowerbot
FET,Flame Ruler
HISU,Flash Fusion
TF05,Fleur Synchron (V.2 - Super Rare)
ETCO,Flourishing Frolic
DLCS,Flower Cardian Pine with Crane
NECH,Fluffal Leo
GENF,Flyfang
RP01,Flying Kamakiri #1
ORCS,Flame Armor Ninja
SDJ,Flame Manipulator
SS02,Flame Swordsman
ANPR,Flamvell Commando (V.2 - Ultimate Rare)
HAC1,Flamvell Dragnov (V.1 - Common)
STON,Flashbang
DLCS,Flower Cardian Willow
DRL3,Flower Cardian Zebra Grass
DRL3,Flower Gathering
LON,Flame Dancer (V.1 - Common)
HAC1,Flamvell Grunika (V.1 - Common)
DREV,Flamvell Poun
SBTK,Flint
MP21,Flourishing Frolic
DLCS,Flower Cardian Willow with Calligrapher
DLCS,Flower Cardian Zebra Grass with Moon
LOB,Flower Wolf (V.1 - Rare)
LON,Flying Fish (V.1 - Common)
HA02,Flamvell Baby
TSHD,Flare Resonator
DLCS,Flower Cardian Paulownia with Phoenix
DLCS,Flower Cardian Pine
DRL3,Flower Cardian Willow with Calligrapher
DLCS,Flower Cardian Zebra Grass
SP15,Fluffal Bear (V.2 - Shatterfoil)
CORE,Fluffal Mouse
LOB,Flame Ghost (V.2 - Rare)
AP01,Flamvell Firedog
HAC1,Flamvell Uruquizas (V.2 - Parallel Rare)
BLRR,Flash Charge Dragon
TAEV,Flint Lock
SBTK,Flint Lock
DRL3,Flower Cardian Paulownia
POTD,Flying Saucer Muusik'i
DUEA,Flash Knight
GAOV,Flelf
BODE,Floowandereeze & Empen (V.2 - Ultra Rare)
BLRR,Flying Elephant
LDD,Flame Ghost (V.1 - Rare)
DRLG,Flash Fusion
RDS,Flint (V.1 - Rare)
CDIP,Flame Ogre
SDRL,Flame Ruler
SDOK,Flame Tiger
ANPR,Flamvell Commando (V.1 - Ultra Rare)
DLCS,Flash Fusion
TAEV,Flint Missile
SBTK,Floodgate Trap Hole
DLCS,Flower Cardian Lightshower (V.1 - Ultra Rare)
DLCS,Flower Cardian Lightshower (V.4 - Ultra Rare)
MP15,Fluffal Leo
MP15,Fluffal Owl
SRL,Flying Kamakiri #1 (V.3 - Rare)
LODT,Flame Spirit Ignis
LOB,Flame Swordsman (V.2 - Super Rare)
DREV,Flamvell Archer
TU08,Flamvell Firedog
DLCS,Flower Cardian Lightshower (V.2 - Ultra Rare)
DLCS,Flower Cardian Paulownia
GAOV,Flame Tiger
DREV,Flamvell Fiend
HAC1,Flamvell Guard (V.2 - Parallel Rare)
CDIP,Flash of the Forbidden Spell (V.1 - Rare)
SS02,Flight of the Harpies (Skill)
BACH-JP,Floowandereeze and the Advent of Adventure (V.1 - Super Rare)
DLCS,Flower Cardian Lightshower (V.3 - Ultra Rare)
MP15,Fluffal Rabbit
MP18,Flame Administrator
SP13,Flame Armor Ninja (V.1 - Common)
MRD,Flame Cerebrus (V.2 - Common)
PSV,Flame Champion (V.2 - Common)
DR3,Flame Ruler
RP01,Flame Swordsman
HAC1,Flamvell Magician (V.2 - Parallel Rare)
CDIP,Flash of the Forbidden Spell (V.2 - Ultimate Rare)
SP15,Fluffal Bear (V.1 - Common)
MRL,Flying Kamakiri #1 (V.1 - Rare)
SP13,Flame Armor Ninja (V.2 - Starfoil Rare)
LOB,Flame Manipulator (V.2 - Common)
SS02,Flame Manipulator
MDP2,Flame Viper
HA02,Flamvell Grunika
DEM3,Flash Knight
BODE,Flip Frozen
LDD,Flower Wolf (V.1 - Rare)
MDM,Flying Kamakiri #1
SDP-F,Flying Kamakiri #2
LDD,Flame Manipulator (V.1 - Common)
LOB,Flame Manipulator (V.1 - Common)
DB1,Flame Swordsman
SRL,Flame Swordsman (V.1 - Common)
MRL,Flame Swordsman (V.1 - Common)
HAC1,Flamvell Baby (V.2 - Parallel Rare)
SDOK,Flamvell Counter
HAC1,Flamvell Dragnov (V.2 - Parallel Rare)
